------------------------------------------------------------------------------------
Date: 5/31/2025 -- 15:50:39 (uptime: 0d, 00h 00m 08s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
decoder.icmpv6                                | Total                     | 21
decoder.avg_pkt_size                          | Total                     | 81
decoder.max_pkt_size                          | Total                     | 943
flow.tcp                                      | Total                     | 16712
flow.udp                                      | Total                     | 12483
flow.icmpv6                                   | Total                     | 12
flow.tcp_reuse                                | Total                     | 116
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 287
decoder.event.ipv4.opt_pad_required           | Total                     | 4
decoder.event.ipv6.zero_len_padn              | Total                     | 10
flow.wrk.flows_evicted                        | Total                     | 1005
tcp.sessions                                  | Total                     | 16712
tcp.syn                                       | Total                     | 34782
tcp.synack                                    | Total                     | 34782
tcp.rst                                       | Total                     | 32095
detect.alert                                  | Total                     | 91278
app_layer.flow.http                           | Total                     | 2687
app_layer.tx.http                             | Total                     | 2687
app_layer.flow.dns_udp                        | Total                     | 6425
app_layer.tx.dns_udp                          | Total                     | 6436
app_layer.flow.failed_udp                     | Total                     | 6058
flow.mgr.full_hash_pass                       | Total                     | 23
flow.spare                                    | Total                     | 10763
flow.mgr.rows_maxlen                          | Total                     | 4
flow.mgr.flows_checked                        | Total                     | 33432
flow.mgr.flows_notimeout                      | Total                     | 5710
flow.mgr.flows_timeout                        | Total                     | 27722
flow.mgr.flows_evicted                        | Total                     | 27847
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 786432
flow.memuse                                   | Total                     | 8004680
------------------------------------------------------------------------------------
Date: 5/31/2025 -- 17:20:16 (uptime: 0d, 01h 29m 45s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 156447
decoder.pkts                                  | Total                     | 156457
decoder.bytes                                 | Total                     | 12682687
decoder.ipv4                                  | Total                     | 154592
decoder.ipv6                                  | Total                     | 111
decoder.ethernet                              | Total                     | 156457
decoder.tcp                                   | Total                     | 130937
decoder.udp                                   | Total                     | 12970
decoder.icmpv4                                | Total                     | 10771
decoder.icmpv6                                | Total                     | 21
decoder.avg_pkt_size                          | Total                     | 81
decoder.max_pkt_size                          | Total                     | 943
flow.tcp                                      | Total                     | 16712
flow.udp                                      | Total                     | 12499
flow.icmpv6                                   | Total                     | 12
flow.tcp_reuse                                | Total                     | 116
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 287
decoder.event.ipv4.opt_pad_required           | Total                     | 4
decoder.event.ipv6.zero_len_padn              | Total                     | 10
flow.wrk.flows_evicted                        | Total                     | 1009
tcp.sessions                                  | Total                     | 16712
tcp.syn                                       | Total                     | 34782
tcp.synack                                    | Total                     | 34782
tcp.rst                                       | Total                     | 32095
detect.alert                                  | Total                     | 91303
app_layer.flow.http                           | Total                     | 2687
app_layer.tx.http                             | Total                     | 2687
app_layer.flow.dns_udp                        | Total                     | 6434
app_layer.tx.dns_udp                          | Total                     | 6445
app_layer.flow.failed_udp                     | Total                     | 6065
flow.mgr.full_hash_pass                       | Total                     | 23
flow.spare                                    | Total                     | 10776
flow.mgr.rows_maxlen                          | Total                     | 4
flow.mgr.flows_checked                        | Total                     | 33444
flow.mgr.flows_notimeout                      | Total                     | 5710
flow.mgr.flows_timeout                        | Total                     | 27734
flow.mgr.flows_evicted                        | Total                     | 27859
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 786432
flow.memuse                                   | Total                     | 8004680
------------------------------------------------------------------------------------
Date: 5/31/2025 -- 17:20:24 (uptime: 0d, 01h 29m 53s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 156490
decoder.pkts                                  | Total                     | 156491
decoder.bytes                                 | Total                     | 12685251
decoder.ipv4                                  | Total                     | 154624
decoder.ipv6                                  | Total                     | 111
decoder.ethernet                              | Total                     | 156491
decoder.tcp                                   | Total                     | 130937
decoder.udp                                   | Total                     | 12989
decoder.icmpv4                                | Total                     | 10784
decoder.icmpv6                                | Total                     | 21
decoder.avg_pkt_size                          | Total                     | 81
decoder.max_pkt_size                          | Total                     | 943
flow.tcp                                      | Total                     | 16712
flow.udp                                      | Total                     | 12517
flow.icmpv6                                   | Total                     | 12
flow.tcp_reuse                                | Total                     | 116
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 287
decoder.event.ipv4.opt_pad_required           | Total                     | 4
decoder.event.ipv6.zero_len_padn              | Total                     | 10
flow.wrk.flows_evicted                        | Total                     | 1012
tcp.sessions                                  | Total                     | 16712
tcp.syn                                       | Total                     | 34782
tcp.synack                                    | Total                     | 34782
tcp.rst                                       | Total                     | 32095
detect.alert                                  | Total                     | 91330
app_layer.flow.http                           | Total                     | 2687
app_layer.tx.http                             | Total                     | 2687
app_layer.flow.dns_udp                        | Total                     | 6443
app_layer.tx.dns_udp                          | Total                     | 6454
app_layer.flow.failed_udp                     | Total                     | 6074
flow.mgr.full_hash_pass                       | Total                     | 23
flow.spare                                    | Total                     | 10798
flow.mgr.rows_maxlen                          | Total                     | 4
flow.mgr.flows_checked                        | Total                     | 33473
flow.mgr.flows_notimeout                      | Total                     | 5713
flow.mgr.flows_timeout                        | Total                     | 27760
flow.mgr.flows_evicted                        | Total                     | 27885
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 786432
flow.memuse                                   | Total                     | 8004680
------------------------------------------------------------------------------------
Date: 5/31/2025 -- 17:20:32 (uptime: 0d, 01h 30m 01s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 156521
decoder.pkts                                  | Total                     | 156532
decoder.bytes                                 | Total                     | 12688649
decoder.ipv4                                  | Total                     | 154665
decoder.ipv6                                  | Total                     | 111
decoder.ethernet                              | Total                     | 156532
decoder.tcp                                   | Total                     | 130937
decoder.udp                                   | Total                     | 13011
decoder.icmpv4                                | Total                     | 10803
decoder.icmpv6                                | Total                     | 21
decoder.avg_pkt_size                          | Total                     | 81
decoder.max_pkt_size                          | Total                     | 943
flow.tcp                                      | Total                     | 16712
flow.udp                                      | Total                     | 12539
flow.icmpv6                                   | Total                     | 12
flow.tcp_reuse                                | Total                     | 116
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 287
decoder.event.ipv4.opt_pad_required           | Total                     | 4
decoder.event.ipv6.zero_len_padn              | Total                     | 10
flow.wrk.flows_evicted                        | Total                     | 1012
tcp.sessions                                  | Total                     | 16712
tcp.syn                                       | Total                     | 34782
tcp.synack                                    | Total                     | 34782
tcp.rst                                       | Total                     | 32095
detect.alert                                  | Total                     | 91364
app_layer.flow.http                           | Total                     | 2687
app_layer.tx.http                             | Total                     | 2687
app_layer.flow.dns_udp                        | Total                     | 6455
app_layer.tx.dns_udp                          | Total                     | 6466
app_layer.flow.failed_udp                     | Total                     | 6084
flow.mgr.full_hash_pass                       | Total                     | 23
flow.spare                                    | Total                     | 10821
flow.mgr.rows_maxlen                          | Total                     | 4
flow.mgr.flows_checked                        | Total                     | 33496
flow.mgr.flows_notimeout                      | Total                     | 5715
flow.mgr.flows_timeout                        | Total                     | 27781
flow.mgr.flows_evicted                        | Total                     | 27906
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 786432
flow.memuse                                   | Total                     | 8004680
------------------------------------------------------------------------------------
Date: 5/31/2025 -- 17:20:40 (uptime: 0d, 01h 30m 09s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 156562
decoder.pkts                                  | Total                     | 156564
decoder.bytes                                 | Total                     | 12690957
decoder.ipv4                                  | Total                     | 154695
decoder.ipv6                                  | Total                     | 111
decoder.ethernet                              | Total                     | 156564
decoder.tcp                                   | Total                     | 130937
decoder.udp                                   | Total                     | 13027
decoder.icmpv4                                | Total                     | 10817
decoder.icmpv6                                | Total                     | 21
decoder.avg_pkt_size                          | Total                     | 81
decoder.max_pkt_size                          | Total                     | 943
flow.tcp                                      | Total                     | 16712
flow.udp                                      | Total                     | 12554
flow.icmpv6                                   | Total                     | 12
flow.tcp_reuse                                | Total                     | 116
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 287
decoder.event.ipv4.opt_pad_required           | Total                     | 4
decoder.event.ipv6.zero_len_padn              | Total                     | 10
flow.wrk.flows_evicted                        | Total                     | 1012
tcp.sessions                                  | Total                     | 16712
tcp.syn                                       | Total                     | 34782
tcp.synack                                    | Total                     | 34782
tcp.rst                                       | Total                     | 32095
detect.alert                                  | Total                     | 91385
app_layer.flow.http                           | Total                     | 2687
app_layer.tx.http                             | Total                     | 2687
app_layer.flow.dns_udp                        | Total                     | 6460
app_layer.tx.dns_udp                          | Total                     | 6472
app_layer.flow.failed_udp                     | Total                     | 6094
flow.mgr.full_hash_pass                       | Total                     | 23
flow.spare                                    | Total                     | 10837
flow.mgr.rows_maxlen                          | Total                     | 4
flow.mgr.flows_checked                        | Total                     | 33519
flow.mgr.flows_notimeout                      | Total                     | 5717
flow.mgr.flows_timeout                        | Total                     | 27802
flow.mgr.flows_evicted                        | Total                     | 27927
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 786432
flow.memuse                                   | Total                     | 8004680
------------------------------------------------------------------------------------
Date: 5/31/2025 -- 17:20:48 (uptime: 0d, 01h 30m 17s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 156594
decoder.pkts                                  | Total                     | 156607
decoder.bytes                                 | Total                     | 12694487
decoder.ipv4                                  | Total                     | 154732
decoder.ipv6                                  | Total                     | 111
decoder.ethernet                              | Total                     | 156607
decoder.tcp                                   | Total                     | 130937
decoder.udp                                   | Total                     | 13047
decoder.icmpv4                                | Total                     | 10834
decoder.icmpv6                                | Total                     | 21
decoder.avg_pkt_size                          | Total                     | 81
decoder.max_pkt_size                          | Total                     | 943
flow.tcp                                      | Total                     | 16712
flow.udp                                      | Total                     | 12574
flow.icmpv6                                   | Total                     | 12
flow.tcp_reuse                                | Total                     | 116
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 287
decoder.event.ipv4.opt_pad_required           | Total                     | 4
decoder.event.ipv6.zero_len_padn              | Total                     | 10
flow.wrk.flows_evicted                        | Total                     | 1012
tcp.sessions                                  | Total                     | 16712
tcp.syn                                       | Total                     | 34782
tcp.synack                                    | Total                     | 34782
tcp.rst                                       | Total                     | 32095
detect.alert                                  | Total                     | 91418
app_layer.flow.http                           | Total                     | 2687
app_layer.tx.http                             | Total                     | 2687
app_layer.flow.dns_udp                        | Total                     | 6473
app_layer.tx.dns_udp                          | Total                     | 6485
app_layer.flow.failed_udp                     | Total                     | 6101
flow.mgr.full_hash_pass                       | Total                     | 23
flow.spare                                    | Total                     | 10863
flow.mgr.rows_maxlen                          | Total                     | 4
flow.mgr.flows_checked                        | Total                     | 33543
flow.mgr.flows_notimeout                      | Total                     | 5721
flow.mgr.flows_timeout                        | Total                     | 27822
flow.mgr.flows_evicted                        | Total                     | 27947
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 786432
flow.memuse                                   | Total                     | 8004680
------------------------------------------------------------------------------------
Date: 5/31/2025 -- 17:20:56 (uptime: 0d, 01h 30m 25s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 156637
decoder.pkts                                  | Total                     | 156639
decoder.bytes                                 | Total                     | 12696867
decoder.ipv4                                  | Total                     | 154764
decoder.ipv6                                  | Total                     | 111
decoder.ethernet                              | Total                     | 156639
decoder.tcp                                   | Total                     | 130937
decoder.udp                                   | Total                     | 13064
decoder.icmpv4                                | Total                     | 10849
decoder.icmpv6                                | Total                     | 21
decoder.avg_pkt_size                          | Total                     | 81
decoder.max_pkt_size                          | Total                     | 943
flow.tcp                                      | Total                     | 16712
flow.udp                                      | Total                     | 12590
flow.icmpv6                                   | Total                     | 12
flow.tcp_reuse                                | Total                     | 116
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 287
decoder.event.ipv4.opt_pad_required           | Total                     | 4
decoder.event.ipv6.zero_len_padn              | Total                     | 10
flow.wrk.flows_evicted                        | Total                     | 1012
tcp.sessions                                  | Total                     | 16712
tcp.syn                                       | Total                     | 34782
tcp.synack                                    | Total                     | 34782
tcp.rst                                       | Total                     | 32095
detect.alert                                  | Total                     | 91440
app_layer.flow.http                           | Total                     | 2687
app_layer.tx.http                             | Total                     | 2687
app_layer.flow.dns_udp                        | Total                     | 6479
app_layer.tx.dns_udp                          | Total                     | 6491
app_layer.flow.failed_udp                     | Total                     | 6111
flow.mgr.full_hash_pass                       | Total                     | 23
flow.spare                                    | Total                     | 10882
flow.mgr.rows_maxlen                          | Total                     | 4
flow.mgr.flows_checked                        | Total                     | 33563
flow.mgr.flows_notimeout                      | Total                     | 5723
flow.mgr.flows_timeout                        | Total                     | 27840
flow.mgr.flows_evicted                        | Total                     | 27965
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 786432
flow.memuse                                   | Total                     | 8004680
------------------------------------------------------------------------------------
Date: 5/31/2025 -- 17:21:04 (uptime: 0d, 01h 30m 33s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 156670
decoder.pkts                                  | Total                     | 156673
decoder.bytes                                 | Total                     | 12699363
decoder.ipv4                                  | Total                     | 154796
decoder.ipv6                                  | Total                     | 111
decoder.ethernet                              | Total                     | 156673
decoder.tcp                                   | Total                     | 130937
decoder.udp                                   | Total                     | 13082
decoder.icmpv4                                | Total                     | 10863
decoder.icmpv6                                | Total                     | 21
decoder.avg_pkt_size                          | Total                     | 81
decoder.max_pkt_size                          | Total                     | 943
flow.tcp                                      | Total                     | 16712
flow.udp                                      | Total                     | 12608
flow.icmpv6                                   | Total                     | 12
flow.tcp_reuse                                | Total                     | 116
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 287
decoder.event.ipv4.opt_pad_required           | Total                     | 4
decoder.event.ipv6.zero_len_padn              | Total                     | 10
flow.wrk.flows_evicted                        | Total                     | 1012
tcp.sessions                                  | Total                     | 16712
tcp.syn                                       | Total                     | 34782
tcp.synack                                    | Total                     | 34782
tcp.rst                                       | Total                     | 32095
detect.alert                                  | Total                     | 91466
app_layer.flow.http                           | Total                     | 2687
app_layer.tx.http                             | Total                     | 2687
app_layer.flow.dns_udp                        | Total                     | 6487
app_layer.tx.dns_udp                          | Total                     | 6499
app_layer.flow.failed_udp                     | Total                     | 6121
flow.mgr.full_hash_pass                       | Total                     | 23
flow.spare                                    | Total                     | 10894
flow.mgr.rows_maxlen                          | Total                     | 4
flow.mgr.flows_checked                        | Total                     | 33575
flow.mgr.flows_notimeout                      | Total                     | 5723
flow.mgr.flows_timeout                        | Total                     | 27852
flow.mgr.flows_evicted                        | Total                     | 27977
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 786432
flow.memuse                                   | Total                     | 8004680
------------------------------------------------------------------------------------
Date: 5/31/2025 -- 17:21:12 (uptime: 0d, 01h 30m 41s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 156706
decoder.pkts                                  | Total                     | 156706
decoder.bytes                                 | Total                     | 12702209
decoder.ipv4                                  | Total                     | 154827
decoder.ipv6                                  | Total                     | 111
decoder.ethernet                              | Total                     | 156706
decoder.tcp                                   | Total                     | 130937
decoder.udp                                   | Total                     | 13098
decoder.icmpv4                                | Total                     | 10878
decoder.icmpv6                                | Total                     | 21
decoder.avg_pkt_size                          | Total                     | 81
decoder.max_pkt_size                          | Total                     | 943
flow.tcp                                      | Total                     | 16712
flow.udp                                      | Total                     | 12624
flow.icmpv6                                   | Total                     | 12
flow.tcp_reuse                                | Total                     | 116
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 287
decoder.event.ipv4.opt_pad_required           | Total                     | 4
decoder.event.ipv6.zero_len_padn              | Total                     | 10
flow.wrk.flows_evicted                        | Total                     | 1014
tcp.sessions                                  | Total                     | 16712
tcp.syn                                       | Total                     | 34782
tcp.synack                                    | Total                     | 34782
tcp.rst                                       | Total                     | 32095
detect.alert                                  | Total                     | 91492
app_layer.flow.http                           | Total                     | 2687
app_layer.tx.http                             | Total                     | 2687
app_layer.flow.dns_udp                        | Total                     | 6497
app_layer.tx.dns_udp                          | Total                     | 6509
app_layer.flow.failed_udp                     | Total                     | 6127
flow.mgr.full_hash_pass                       | Total                     | 23
flow.spare                                    | Total                     | 10918
flow.mgr.rows_maxlen                          | Total                     | 4
flow.mgr.flows_checked                        | Total                     | 33607
flow.mgr.flows_notimeout                      | Total                     | 5727
flow.mgr.flows_timeout                        | Total                     | 27880
flow.mgr.flows_evicted                        | Total                     | 28005
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 786432
flow.memuse                                   | Total                     | 8004680
------------------------------------------------------------------------------------
Date: 5/31/2025 -- 17:21:20 (uptime: 0d, 01h 30m 49s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 156747
decoder.pkts                                  | Total                     | 156749
decoder.bytes                                 | Total                     | 12705691
decoder.ipv4                                  | Total                     | 154868
decoder.ipv6                                  | Total                     | 111
decoder.ethernet                              | Total                     | 156749
decoder.tcp                                   | Total                     | 130937
decoder.udp                                   | Total                     | 13120
decoder.icmpv4                                | Total                     | 10897
decoder.icmpv6                                | Total                     | 21
decoder.avg_pkt_size                          | Total                     | 81
decoder.max_pkt_size                          | Total                     | 943
flow.tcp                                      | Total                     | 16712
flow.udp                                      | Total                     | 12646
flow.icmpv6                                   | Total                     | 12
flow.tcp_reuse                                | Total                     | 116
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 287
decoder.event.ipv4.opt_pad_required           | Total                     | 4
decoder.event.ipv6.zero_len_padn              | Total                     | 10
flow.wrk.flows_evicted                        | Total                     | 1014
tcp.sessions                                  | Total                     | 16712
tcp.syn                                       | Total                     | 34782
tcp.synack                                    | Total                     | 34782
tcp.rst                                       | Total                     | 32095
detect.alert                                  | Total                     | 91526
app_layer.flow.http                           | Total                     | 2687
app_layer.tx.http                             | Total                     | 2687
app_layer.flow.dns_udp                        | Total                     | 6509
app_layer.tx.dns_udp                          | Total                     | 6521
app_layer.flow.failed_udp                     | Total                     | 6137
flow.mgr.full_hash_pass                       | Total                     | 23
flow.spare                                    | Total                     | 10938
flow.mgr.rows_maxlen                          | Total                     | 4
flow.mgr.flows_checked                        | Total                     | 33627
flow.mgr.flows_notimeout                      | Total                     | 5731
flow.mgr.flows_timeout                        | Total                     | 27896
flow.mgr.flows_evicted                        | Total                     | 28021
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 786432
flow.memuse                                   | Total                     | 8004680
------------------------------------------------------------------------------------
Date: 5/31/2025 -- 17:21:28 (uptime: 0d, 01h 30m 57s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 156795
decoder.pkts                                  | Total                     | 156797
decoder.bytes                                 | Total                     | 12709727
decoder.ipv4                                  | Total                     | 154912
decoder.ipv6                                  | Total                     | 113
decoder.ethernet                              | Total                     | 156797
decoder.tcp                                   | Total                     | 130937
decoder.udp                                   | Total                     | 13147
decoder.icmpv4                                | Total                     | 10916
decoder.icmpv6                                | Total                     | 21
decoder.avg_pkt_size                          | Total                     | 81
decoder.max_pkt_size                          | Total                     | 943
flow.tcp                                      | Total                     | 16712
flow.udp                                      | Total                     | 12672
flow.icmpv6                                   | Total                     | 12
flow.tcp_reuse                                | Total                     | 116
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 288
decoder.event.ipv4.opt_pad_required           | Total                     | 4
decoder.event.ipv6.zero_len_padn              | Total                     | 10
flow.wrk.flows_evicted                        | Total                     | 1017
tcp.sessions                                  | Total                     | 16712
tcp.syn                                       | Total                     | 34782
tcp.synack                                    | Total                     | 34782
tcp.rst                                       | Total                     | 32095
detect.alert                                  | Total                     | 91560
app_layer.flow.http                           | Total                     | 2687
app_layer.tx.http                             | Total                     | 2687
app_layer.flow.dns_udp                        | Total                     | 6521
app_layer.tx.dns_udp                          | Total                     | 6533
app_layer.flow.failed_udp                     | Total                     | 6151
flow.mgr.full_hash_pass                       | Total                     | 23
flow.spare                                    | Total                     | 10851
flow.mgr.rows_maxlen                          | Total                     | 4
flow.mgr.flows_checked                        | Total                     | 33645
flow.mgr.flows_notimeout                      | Total                     | 5732
flow.mgr.flows_timeout                        | Total                     | 27913
flow.mgr.flows_evicted                        | Total                     | 28038
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 786432
flow.memuse                                   | Total                     | 8004680
------------------------------------------------------------------------------------
Date: 5/31/2025 -- 17:21:36 (uptime: 0d, 01h 31m 05s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 156820
decoder.pkts                                  | Total                     | 156822
decoder.bytes                                 | Total                     | 12711657
decoder.ipv4                                  | Total                     | 154935
decoder.ipv6                                  | Total                     | 113
decoder.ethernet                              | Total                     | 156822
decoder.tcp                                   | Total                     | 130937
decoder.udp                                   | Total                     | 13159
decoder.icmpv4                                | Total                     | 10927
decoder.icmpv6                                | Total                     | 21
decoder.avg_pkt_size                          | Total                     | 81
decoder.max_pkt_size                          | Total                     | 943
flow.tcp                                      | Total                     | 16712
flow.udp                                      | Total                     | 12684
flow.icmpv6                                   | Total                     | 12
flow.tcp_reuse                                | Total                     | 116
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 288
decoder.event.ipv4.opt_pad_required           | Total                     | 4
decoder.event.ipv6.zero_len_padn              | Total                     | 10
flow.wrk.flows_evicted                        | Total                     | 1018
tcp.sessions                                  | Total                     | 16712
tcp.syn                                       | Total                     | 34782
tcp.synack                                    | Total                     | 34782
tcp.rst                                       | Total                     | 32095
detect.alert                                  | Total                     | 91578
app_layer.flow.http                           | Total                     | 2687
app_layer.tx.http                             | Total                     | 2687
app_layer.flow.dns_udp                        | Total                     | 6527
app_layer.tx.dns_udp                          | Total                     | 6539
app_layer.flow.failed_udp                     | Total                     | 6157
flow.mgr.full_hash_pass                       | Total                     | 23
flow.spare                                    | Total                     | 10871
flow.mgr.rows_maxlen                          | Total                     | 4
flow.mgr.flows_checked                        | Total                     | 33662
flow.mgr.flows_notimeout                      | Total                     | 5732
flow.mgr.flows_timeout                        | Total                     | 27930
flow.mgr.flows_evicted                        | Total                     | 28055
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 786432
flow.memuse                                   | Total                     | 8004680
------------------------------------------------------------------------------------
Date: 5/31/2025 -- 17:21:44 (uptime: 0d, 01h 31m 13s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 156863
decoder.pkts                                  | Total                     | 156865
decoder.bytes                                 | Total                     | 12715167
decoder.ipv4                                  | Total                     | 154978
decoder.ipv6                                  | Total                     | 113
decoder.ethernet                              | Total                     | 156865
decoder.tcp                                   | Total                     | 130937
decoder.udp                                   | Total                     | 13182
decoder.icmpv4                                | Total                     | 10947
decoder.icmpv6                                | Total                     | 21
decoder.avg_pkt_size                          | Total                     | 81
decoder.max_pkt_size                          | Total                     | 943
flow.tcp                                      | Total                     | 16712
